,0
planter,0
plants,4
plasma,0
plastic,3
plastics,1
plat,0
plate,0
plateau,0
plates,2
platform,1
platforms,0
plath,0
plating,1
platinum,0
platter,0
play,10
playa,0
playback,1
playboy,1
played,1
player,1
players,3
playful,0
playground,0
playgrounds,0
playhouse,0
playin,1
playing,6
playlist,3
playmobil,1
plays,0
playstation,1
playtime,0
plaza,0
plead,0
pleading,0
pleas,0
pleasant,1
pleasantville,0
please,66
pleased,0
pleaser,0
pleases,0
pleasing,0
pleasure,2
pleasures,0
pleated,1
pleather,0
pledge,0
pledged,2
pledging,1
plentiful,0
plenty,2
plies,1
plot,1
plots,1
ploughing,0
pls,294
plug,1
plugged,1
plugs,0
plum,0
plumber,0
plumbing,0
plumtree,1
plunder,0
plunges,1
plunkett,0
pluto,0
ply,5
plying,0
plymouth,0
plywood,0
plz,2
pm,29
pms,0
pneumatic,0
pneumonia,0
po,1
pocket,0
pockets,0
poco,0
pod,1
podcast,28
pods,0
poe,0
poem,1
poems,1
poet,0
poetry,0
poets,0
pogo,0
poignant,0
point,9
pointe,0
pointer,0
pointing,0
pointless,0
points,2
poison,0
poisoning,0
poked,0
pokemon,0
poker,0
pol,0
polanco,0
poland,26
polar,0
polaroid,0
polaroids,0
pole,0
police,8
policemen,1
policies,0
policy,3
polish,0
polished,0
polishing,0
political,3
politicians,5
politics,3
polka,0
poll,0
polled,0
pollen,2
polling,0
polls,0
pollute,2
polluted,0
pollution,2
polo,0
polution,0
polyamorous,0
polyamory,0
polymer,0
polynesian,1
polytheism,1
pom,0
pomegranate,0
pomeranian,0
pompeo,1
pon,1
ponce,0
pond,0
ponder,1
pondered,0
pong,0
ponte,0
ponytail,0
poo,0
pooch,0
pooches,0
pool,4
pools,0
poolside,0
poop,2
pooped,0
poopie,0
poor,4
poorer,1
poorly,0
pop,2
popcorn,0
pope,0
popeye,0
popped,2
poppers,0
poppies,0
poppin,0
popping,1
poppins,0
poppy,0
pops,0
populace,0
popular,3
populated,1
population,13
populist,0
porch,0
pores,1
pork,0
porky,0
porn,4
pornstar,0
porridge,0
port,5
portable,0
portal,0
portals,0
porte,0
porter,0
porters,0
portfolio,2
portia,0
portion,0
portions,1
portland,4
porto,0
portrait,7
portraits,0
portray,0
portraying,0
portrays,1
portsmouth,0
portugal,0
portuguese,0
pos,0
pose,0
posed,1
poser,0
poses,1
posh,1
posing,0
position,1
positions,0
positive,34
positively,0
positives,0
positivism,0
positivity,0
positve,1
posse,1
possess,0
possibilities,0
possibility,0
possibly,1
post,16
postal,0
postapocalyptic,0
postcard,0
postcards,0
posted,2
poster,2
posters,0
posthumously,0
posting,1
postpone,1
postponed,2
postponement,0
posts,1
posttraumatic,0
posture,0
pot,0
pota,1
potato,1
potatoes,8
potential,5
potentially,1
potomac,0
potosi,0
potsdam,0
potter,0
pottery,0
potty,0
pou,0
pouch,0
pouches,0
poultry,0
pound,2
pounds,0
poured,0
pours,0
pov,0
poverty,15
powder,2
powell,0
power,6
powered,0
powerful,1
powerfull,0
powerless,0
powers,0
pp,0
ppl,4
ppp,1
pps,1
pr,9
practical,0
practically,0
practice,7
practiced,1
practices,1
practicing,3
practise,1
practised,0
practising,1
practitioner,0
prada,0
pradesh,17
prague,0
prairie,0
praise,0
praised,1
praises,1
praising,1
prakash,0
prank,1
pranks,0
pratt,0
prawn,1
prawns,0
pray,11
prayed,3
prayer,2
prayers,5
praying,3
pre,5
preach,0
preaches,1
preaching,1
preamble,0
precaution,7
precautionary,2
precautions,6
precinct,0
precious,1
precisely,0
predecessor,2
predict,1
predicted,0
predicting,0
prediction,0
predictions,0
predicts,0
prefer,1
preferably,0
preferring,0
preggo,0
pregnancy,0
pregnant,1
prelude,0
premier,0
premiere,0
premiered,0
premiering,0
premiers,0
premise,1
premium,0
premonition,0
prep,0
preparation,3
preparations,0
preparatory,0
prepare,2
prepared,6
preparedness,1
prepares,1
preparing,2
prepped,2
prepping,0
preproduction,1
preps,0
prequel,0
prescience,0
prescient,0
prescribed,0
prescription,0
prescriptions,0
presence,0
presentation,0
presented,0
presenter,0
presenters,0
presenting,0
presently,0
presents,2
preserve,0
preserved,0
presidency,0
president,16
presidente,0
presidential,2
presides,0
presley,1
press,6
pressed,0
presses,0
pressure,0
prestige,0
prestigious,0
preston,0
pretend,0
pretending,1
pretext,0
prettier,1
pretty,8
pretzels,0
prevail,1
prevailing,0
prevent,17
preventative,0
prevented,0
preventing,0
prevention,8
preview,0
previous,0
previously,0
prey,0
prez,0
price,2
priced,0
priceless,0
prices,0
pricing,1
prick,0
pride,2
priest,0
prima,3
primal,0
primary,0
prime,2
primer,0
priminister,1
prince,4
princely,0
princess,0
princeton,0
principal,0
principle,0
principles,1
pringle,0
print,1
printed,0
printer,1
printing,3
printout,0
prints,0
prior,1
priorities,0
prioritized,0
priority,0
prism,1
prison,1
prisoner,1
prisoners,2
prisons,1
pristine,0
privacy,0
private,5
privilage,0
privilege,1
prix,0
priya,0
priyanka,0
prize,1
pro,2
proactive,2
probes,0
problem,5
problems,3
procedure,0
procedures,0
proceedings,1
proceeds,3
process,0
processing,1
procession,0
procrastinating,1
procreate,0
procure,0
prod,0
prodigy,0
produce,4
produced,0
producer,1
producers,0
produces,0
producing,4
product,5
production,3
productions,0
productive,3
productivity,0
products,1
prof,2
profanities,1
professed,0
professional,1
professionally,0
professionals,1
professions,1
professor,0
professors,0
profile,2
profit,0
profitable,0
profits,2
profound,0
profusion,0
program,4
programme,0
programmed,0
programming,1
programs,2
progress,4
progresses,0
progressing,0
progression,0
progressive,1
prohibited,0
prohibition,0
project,5
projected,0
projecting,0
projections,0
projects,2
prolly,0
prolonged,1
prom,0
promenade,1
prominence,0
prominent,0
promise,1
promised,1
promises,2
promising,1
promo,1
promote,0
promoted,0
promoter,0
promoting,1
promotion,2
promotional,0
promotions,1
prompt,0
prompting,0
prone,0
pronounce,0
pronounced,0
proof,0
propaganda,1
propagate,0
propagating,0
propelled,0
proper,3
properly,3
properties,2
property,3
prophecies,0
prophecy,2
prophesied,0
prophet,0
prophetic,0
prophets,13
proportions,1
proposal,0
proposals,2
propose,0
proposed,0
proposes,0
propositions,0
proprietors,0
props,0
pros,0
prospect,0
prospects,0
prosper,1
prosperity,1
prosperous,0
prost,1
prostitutes,0
protect,12
protected,1
protecting,1
protection,5
protective,5
protector,0
protectors,0
protects,2
protein,3
protest,1
protested,0
protesters,2
protesting,1
protests,2
protocol,1
protocols,1
prototype,0
prototypes,0
proud,8
proudest,0
proudly,0
prove,1
proved,2
proven,0
provence,0
proverb,0
proverbs,0
proves,0
provide,3
providence,0
provider,0
providers,4
provides,4
province,2
provinces,0
provincial,0
proving,1
provisions,1
provoke,0
provokes,0
prowess,0
prowl,0
prs,0
prt,0
prudent,0
ps,2
psa,1
psalm,0
psalms,0
psoriasis,0
psych,0
psychedelic,0
psychic,2
psycho,1
psychological,0
psychologically,0
psychologist,0
psychology,0
pt,0
pta,0
pts,0
ptsd,0
pub,0
publically,0
publication,0
publications,0
publicist,1
publicity,1
publicly,0
publish,0
published,0
publishing,0
pubs,0
pudding,1
puddle,0
puerto,0
puff,0
puffy,0
pug,0
pugs,0
pull,1
pulled,1
pulling,1
pullout,0
pullover,0
pulse,1
pulses,0
pump,2
pumped,0
pumping,0
pumpkin,1
pumpkins,0
pumps,0
pun,1
punch,1
pune,0
punish,0
punished,0
punishment,0
punjab,1
punjabi,0
punk,1
punters,0
puny,1
pup,0
puppet,0
puppets,1
puppies,2
puppy,0
pups,0
pura,1
purchase,3
purchased,0
purchasers,0
purchases,0
purchasing,0
pure,1
purest,0
purge,0
purging,0
puri,1
purified,1
purifier,0
purity,0
purley,0
purple,3
purpose,3
purposed,1
purposely,0
purposes,1
purr,0
purse,0
pursuit,1
pursuits,0
pus,0
push,2
pushed,1
pushes,0
pushing,2
pushups,5
put,10
putney,0
puts,0
putter,1
puttin,2
putting,4
puzzle,0
puzzles,1
pvc,1
pvt,0
pw,0
pyaar,0
pyar,0
pyramid,0
pyramids,0
python,0
q,1
qa,0
qb,0
qotd,0
qoutes,0
qt,0
qu,0
quack,0
quad,2
quagmire,0
quail,0
quaker,0
qualified,0
qualify,1
qualities,0
quality,6
quando,0
quantities,0
quantity,0
quantum,0
quarantine,48
quarantined,1
quarantines,0
quarreling,0
quarter,1
quarterback,0
quarters,0
quartet,0
quarts,1
quasi,0
quatre,0
quay,0
que,0
quebec,0
queen,4
queenie,0
queens,1
queensland,0
queer,1
quence,0
quench,0
queries,1
query,0
quest,0
question,3
questioned,0
questioning,0
questions,2
queue,0
queues,0
queuing,0
quiche,2
quick,5
quicker,0
quickie,0
quickies,0
quickly,4
quiet,2
quietly,0
quietness,0
quill,0
quilt,0
quilting,0
quina,0
quincy,0
quinn,0
quirky,0
quit,1
quitting,0
quiver,0
quivering,0
quiz,0
quote,1
quoted,0
quotes,1
quotidian,0
quotient,0
quoting,0
quran,2
qvc,0
r,8
ra,1
raat,0
rabb,0
rabbit,0
rabbits,0
rabies,0
raccoon,0
race,6
races,1
rachel,1
racial,2
racing,2
racism,0
racist,1
rack,0
racks,0
rad,0
radar,0
radiation,0
radical,0
radio,7
radioactive,0
radish,0
radius,0
raf,0
raffle,2
raffles,0
rafting,0
rag,0
rage,3
ragga,0
raging,2
ragu,0
raha,0
rahman,1
raho,1
rahul,0
rai,1
raid,0
raided,1
raider,0
rail,0
rails,1
railway,0
railways,0
rain,3
rainbow,0
rainbows,0
raincoat,0
raindrops,0
rained,0
rainer,1
rainfall,1
rainforest,0
raining,1
rainn,0
rains,0
rainy,1
raise,3
raised,0
raises,0
raisin,0
raising,0
raj,0
raja,0
rajasthan,7
rajesh,0
rake,0
rakhi,0
rakuten,0
raleigh,0
rally,0
ralph,0
ram,1
rama,0
ramadan,0
ramayana,0
rambles,0
rambling,0
ramblings,0
ramen,0
ramgarh,0
ramifications,0
ramon,0
ramona,0
rampage,0
ramped,0
ramsey,0
ran,1
rana,0
ranch,1
ranches,0
rancho,0
rand,0
random,0
randomly,0
range,0
ranger,1
ranges,0
rani,0
ranked,0
ranking,1
ranks,1
rannvijay,0
rant,2
rants,0
rap,0
rape,0
raped,0
rapid,0
rapidly,0
rapids,0
rapper,6
rappers,1
rapping,0
raps,0
rapturous,0
rare,0
rarely,0
rash,0
rashad,0
raspberry,1
rasta,0
rat,0
ratchet,0
rate,32
rated,1
rates,2
ratings,0
ration,0
rationing,0
rations,0
raton,4
rats,0
rattlesnake,0
ravaged,0
ravaging,1
rave,0
ravel,0
raven,1
ravens,0
ravers,0
ravi,0
ravindra,0
raving,1
ravioli,0
raw,1
rawa,0
ray,2
raya,0
raye,0
rays,0
raza,0
razor,0
rd,3
rds,0
reach,4
reached,1
reaches,2
reaching,0
react,0
reacting,1
reaction,1
reactions,0
reactive,0
read,12
reader,1
readers,0
readership,0
readily,0
reading,7
readings,3
reads,0
ready,19
reagan,0
realest,0
realisations,0
realise,0
realised,0
realises,0
realising,0
realism,0
realist,0
realistic,0
realities,0
reality,4
realization,0
realize,0
realized,1
realizing,0
realm,0
realness,0
realtime,0
realtor,2
realtors,0
realty,0
reaper,0
rear,0
rearrange,0
rears,0
reason,2
reasonable,0
reasoned,0
reasons,1
reassure,0
reassuring,0
rebecca,0
rebel,0
rebellion,0
rebellious,0
rebels,0
reboot,1
rebroadcast,1
rebuild,0
rebuilding,0
rebuke,0
rec,0
recall,0
recalling,0
recap,0
recaps,0
receive,0
received,5
receiving,1
recent,5
recently,0
reception,0
receptionists,0
recess,1
recession,1
recharge,1
recharged,0
recieve,0
recieved,0
recipe,0
recipes,0
recipient,1
recital,0
recite,0
reciting,0
reckless,0
reckon,0
reckoning,0
reckons,0
reclaimed,0
recognise,0
recognition,0
recognize,1
recognized,0
recognizing,0
recommend,0
recommendation,0
recommendations,5
recommended,2
recommends,3
reconnect,1
reconnecting,0
record,3
recorded,2
recorder,0
recording,2
recordings,0
records,1
recover,2
recovered,1
recovering,0
recovers,0
recovery,0
recreated,0
recreational,0
recruited,0
recruiting,1
recruits,0
rectangles,0
recurve,1
recycle,218
recycled,0
recycling,2
red,6
redbox,0
redding,0
redeemed,0
redeemer,0
redefine,0
redemption,0
redesign,0
redevelopment,1
redhead,0
rediscover,0
rediscovered,0
redlight,0
redline,0
redman,0
redmond,0
redneck,0
rednecks,1
redo,0
redskins,0
redsox,0
reduce,4
reduced,3
reduces,0
reducing,1
reduction,0
redux,0
reed,0
reeds,0
reefs,0
reel,0
reeled,0
reeling,0
reels,0
reentry,0
reese,0
reestablishing,0
reevaluate,0
refer,0
reference,0
references,0
referral,0
referrals,0
referred,0
refers,0
refill,0
refilled,0
reflect,1
reflecting,0
reflection,0
reflections,1
reflective,1
reflects,0
reform,1
refrain,0
refrained,1
refresh,0
refreshed,0
refreshing,1
refreshments,0
refried,0
refrigerated,1
refrigerator,0
refrigerators,0
refuge,1
refugees,0
refund,1
refuse,0
refused,2
refuses,0
refusing,0
refute,0
regal,0
regard,0
regarding,2
regardless,2
regards,0
regency,0
regent,0
regents,0
reggae,3
reggie,0
regime,0
regimen,0
regiment,0
regina,0
reginald,0
region,3
regional,2
regions,0
register,0
registered,1
registering,0
registers,1
registrants,1
registry,0
regret,0
regrets,0
regular,5
regularly,2
regulars,0
regulated,0
regulation,1
regulations,2
rehab,1
rehabilitation,0
rehearsal,0
rehearsals,0
rehearsing,0
rehta,0
rei,0
reign,0
reigns,0
reilly,0
reimbursement,2
reincarnation,0
reinventing,0
reisen,0
reiterate,0
reject,0
rejected,1
rejection,0
rejoice,2
rejuvenate,0
rejuvenates,0
rejuvenating,0
rejuvenation,0
rekha,0
rekindle,0
relapses,1
relate,2
related,7
relates,0
relating,0
relation,0
relationship,1
relationships,0
relative,0
relatively,0
relatives,0
relax,2
relaxation,1
relaxed,1
relaxing,1
release,4
released,2
releases,1
releasing,3
relentless,0
relevant,0
reliable,1
reliance,0
relied,1
relief,14
relieve,0
relieved,0
relieving,0
religion,1
religions,0
religious,2
religiously,0
reliving,1
relocate,0
relocating,0
reluctant,0
rely,0
relying,1
remain,0
remainder,0
remaining,0
remains,2
remarkable,0
remarkably,0
remedies,0
remedy,4
remember,5
remembered,0
remembering,0
remembrance,0
remer,0
remind,2
reminded,1
reminder,2
reminders,0
reminding,0
reminds,0
remington,0
reminisce,0
reminiscing,0
remix,0
remixed,0
remixes,0
remnant,0
remote,4
remotely,2
remove,8
removed,1
removes,0
removing,2
remy,0
ren,0
renamed,0
renaud,0
render,2
rendered,0
rendering,0
renderings,0
rendition,0
renegade,0
renew,0
renewal,1
renewed,0
rennie,0
reno,0
renovate,0
renovating,0
renovation,0
renovations,0
rent,2
rental,0
renters,1
renting,1
reopen,3
reopened,0
reopening,0
reopens,0
rep,0
repainting,0
repair,0
repaired,0
repairing,0
repairs,0
repay,0
repayment,0
repeat,1
repeating,0
repel,1
repellent,1
repelling,0
repent,0
repercussions,0
repertoire,0
replace,0
replacement,1
replay,0
replays,0
replicate,0
reply,0
repo,0
report,4
reportage,1
reported,8
reportedly,1
reporter,4
reporters,1
reporting,1
reports,3
reprehensible,1
represent,0
representative,0
represented,0
representing,1
represents,0
reproduce,0
reproduction,0
reproductive,0
republic,0
republican,0
republicans,1
repulsive,1
reputable,0
reputed,0
request,0
requested,3
requesting,0
requests,0
require,0
required,2
requirement,0
requirements,0
requires,0
requiring,0
rerouted,0
res,0
resale,0
reschedule,1
rescue,0
rescued,0
rescues,0
rescuing,1
research,3
researched,0
researcher,0
researchers,0
researching,0
resemblance,0
resemble,0
resembles,0
reservation,0
reservations,0
reserve,0
reserved,0
reserves,0
reservoir,1
reset,5
reshaping,0
residence,0
residences,0
residency,0
resident,0
residential,6
residents,5
resides,0
resign,1
resilience,1
resiliency,0
resilient,1
resin,0
resist,0
resistance,0
resistant,0
resisting,0
resolution,1
resolve,0
resolved,0
resonate,0
resonating,0
resort,2
resorted,0
resource,0
resources,2
respect,4
respected,0
respectful,0
respectfully,0
respective,0
respectively,0
respirator,0
respiratory,0
respite,0
respond,1
responded,0
responders,0
responding,0
responds,0
response,12
responses,1
responsibilities,0
responsibility,7
responsibilty,0
responsible,7
responsibly,0
responsive,0
ressurection,1
rest,11
restart,0
restaurant,6
restauranteur,0
restaurants,1
resting,0
restless,0
restoration,0
restore,0
restored,0
restoring,0
restrict,0
restricted,0
restriction,0
restrictions,3
restrictive,0
restrooms,0
restructuring,1
result,3
resulted,0
resulting,1
results,1
resume,2
resuming,0
resurfaces,0
resurgence,0
resurrection,0
retail,0
retailers,0
retarded,0
retards,0
retention,0
rethink,0
rethinking,0
retired,0
retirement,0
retooling,1
retreat,3
retribution,0
retro,1
retrograde,0
return,1
returned,0
returning,0
returns,0
reunion,0
reunite,0
reunited,0
reuse,0
reuters,1
revamped,0
reveal,0
revealed,1
reveals,0
revelation,1
revelations,0
revelry,0
revenge,0
revenue,2
reverberates,0
reverse,0
reversed,0
reverting,0
review,1
reviewed,0
reviewing,0
reviews,0
revised,0
revisit,0
revisiting,0
revival,0
revive,0
reviving,0
revolt,0
revolution,0
revolutionary,0
revolve,0
revolved,0
revolves,0
reward,0
rewarded,0
rewards,0
rewind,0
rewriting,0
rey,0
reynolds,0
rez,0
rf,1
rg,0
rgv,0
rhapsody,0
rheumatic,0
rhianna,0
rhine,1
rhinestones,0
rhino,0
rhode,1
rhody,1
rhonda,0
rhubarb,1
rhymes,0
rhythm,0
rhythms,0
ri,0
rialto,0
rib,0
ribs,1
rica,0
rican,0
ricardo,0
rice,6
rich,1
richard,0
richards,0
richardson,0
richer,1
riches,0
richest,0
richie,0
richly,0
richmond,3
richness,0
rick,0
rico,1
rid,3
ridding,0
riddle,0
riddled,0
riddles,1
ride,4
rider,0
riders,0
rides,0
ridge,0
ridges,0
ridgeway,0
ridiculous,2
ridiculousness,0
ridin,0
riding,1
ridley,0
rie,1
rife,0
riff,0
rifle,0
rift,0
rig,0
righteous,0
righteousness,0
rights,0
rigid,0
rigor,0
rigorous,0
rihanna,0
riley,1
rims,0
rin,0
ring,2
ringing,0
ringo,0
rings,0
rino,0
rinse,0
rio,0
rios,0
riot,0
rip,0
ripened,0
ripple,0
ripples,0
rise,4
risen,0
rises,0
rising,0
risk,13
risking,1
risks,0
risky,0
rita,1
rite,1
rites,2
ritual,0
rituals,3
ritz,0
river,5
rivera,0
riverbank,0
rivers,1
riverside,2
riveting,0
riviera,1
riya,0
rizzo,0
rj,0
rl,0
rn,1
rnb,3
ro,1
road,5
roadblock,0
roadblocks,0
roadhouse,0
roadie,0
roads,0
roadside,0
roadtrip,0
roadwarrior,0
roadway,0
roadways,2
roam,4
roaming,0
roams,0
roar,1
roast,0
roasted,0
roasting,0
rob,0
robbed,0
robber,0
robberies,0
robbers,0
robbery,0
robbie,0
robbin,0
robbing,0
robbins,0
robe,0
robert,1
roberts,1
robertson,0
robin,0
robinson,0
robles,1
robot,1
robotics,0
robots,0
robyn,0
roc,1
rocha,0
rochelle,1
rochester,0
rock,2
rockabilly,0
rocked,0
rocker,0
rockers,3
rockets,0
rockies,0
rockin,0
rocking,1
rockit,0
rocknroll,1
rockport,0
rocks,0
rockstar,0
rockwell,0
rocky,0
rod,0
roddy,0
rode,0
rodeo,0
rods,0
rogers,0
rohit,0
roiling,0
roland,1
roldan,0
role,4
rolex,0
roll,3
rolled,0
roller,0
rollerball,0
rollerblading,1
rollers,0
rollin,0
rolling,0
rolls,1
rollup,0
roma,1
roman,0
romance,0
romania,1
romanova,0
romantic,0
rome,3
romeo,0
romper,0
ron,0
rona,21
ronald,0
ronde,0
roney,0
ronin,1
ronnie,1
roo,0
rood,0
roof,0
rooftop,3
rooftops,0
rookie,0
room,9
roommates,0
rooms,2
roosevelt,0
rooster,0
root,1
roots,4
rope,0
ropes,0
ros,0
rosa,0
rosario,0
rosary,0
rose,5
rosemary,1
roses,0
rosewood,0
roshan,0
rosie,0
ross,1
roswell,0
rot,0
rotary,0
roth,0
roti,1
rottentomatoes,0
rotterdam,0
rouge,0
rough,1
roughly,2
roulette,0
roundabout,0
rounds,3
roundtable,0
roundup,1
route,2
routine,3
routines,0
roux,0
rover,0
row,0
rowan,0
rowen,0
rowing,0
rowland,0
rowley,0
rows,2
rox,0
roxanne,1
roxbury,0
roxy,0
roy,1
royal,1
royale,0
royals,0
royalty,0
royce,0
rp,0
rpg,0
rr,0
rs,1
rt,12
rttemberg,2
ru,0
rub,4
rubber,1
rubbing,0
rubbish,1
ruben,0
rubix,0
ruby,2
rucksack,0
ruckus,0
rudd,1
rude,0
rudely,0
rudy,0
rues,2
ruff,0
rufus,1
rug,0
rugby,0
rugs,0
ruin,0
ruined,2
ruining,1
ruins,0
rule,0
ruler,1
rules,0
rulez,0
rum,3
rumah,0
rumble,0
ruminating,0
rummy,0
rumor,0
rumors,1
rumour,0
rumours,0
rump,0
run,17
runner,0
runners,1
runnin,2
running,13
runny,0
runs,1
runway,0
rupaul,2
rupee,0
rupert,0
rural,2
rus,5
rush,1
rushed,1
rushing,0
russell,0
russia,36
russian,75
russo,0
rust,0
rustic,0
rustling,0
rusty,0
ruth,0
ruthie,0
ruthless,0
rv,0
rw,0
rwanda,0
ryan,1
ryder,0
rye,0
s,287
sa,4
saat,0
saath,0
sab,0
sabbath,0
sabc,0
sabe,0
sabji,0
sabrina,0
sac,1
sach,1
sacha,0
sachin,1
sack,0
sacked,0
sacrament,0
sacramento,0
sacred,0
sacrifice,1
sacrifices,1
sacrificial,0
sacrificing,0
sad,1
saddened,0
sadder,0
saddle,0
sadhu,0
sadly,1
sadness,0
safari,0
safaris,0
safe,89
safeguard,0
safely,3
safer,1
safest,1
safety,8
saffron,1
saga,1
sage,1
sagittarius,1
sahara,0
sai,0
said,25
sail,0
sailboat,0
sailing,0
sailor,0
sails,0
saint,0
saints,2
saiyan,0
sake,1
sakes,1
saks,0
sakura,0
sala,0
salaam,3
salad,4
salads,1
salam,0
salaried,0
salaries,0
salary,1
sale,5
salem,0
sales,3
salinas,0
saliva,1
sally,0
salma,1
salman,1
salmon,0
salon,0
saloon,0
saloons,0
salsa,1
salt,1
salts,0
salty,0
salute,1
salutes,0
saluting,0
salvador,0
salvation,1
salvo,1
sam,3
samantha,0
samba,2
sami,0
samir,0
samne,0
sample,0
samples,2
sampling,0
samson,0
samsung,0
samuel,0
samurai,0
san,2
sanctuary,0
sand,1
sandal,1
sandals,0
sandbag,0
sandeep,0
sandra,1
sandro,0
sands,0
sandstorm,0
sandwich,0
sandwiched,0
sandwiches,0
sandy,1
sane,1
sanest,0
sanford,0
sanfrancisco,0
sang,0
sango,0
sania,0
sanitary,1
sanitation,0
sanitised,0
sanitize,1
sanitized,0
sanitizing,1
sanity,0
sanjay,1
sant,0
santa,4
santacruz,0
santana,0
santiago,0
santorini,0
santos,0
santosh,0
santuario,0
sao,0
saps,0
sara,0
sarah,0
sarajevo,0
sarasota,2
sarcasm,1
saree,0
sarge,0
sarkar,0
sars,1
sas,1
sash,0
sashay,1
sashi,0
saskatchewan,1
saskatoon,1
sassy,1
sat,2
satan,1
satanic,0
satch,1
satin,0
satisfaction,0
satisfied,0
satisfying,0
satish,0
satna,0
saturated,0
saturation,0
saturday,11
saturdays,1
saturn,0
satya,0
sauce,11
saucey,1
saucy,0
saudi,0
sauna,0
sausage,0
sausages,0
savage,1
savaging,1
savannah,0
saved,0
savers,1
saves,0
savings,1
savior,0
saviors,0
saviour,0
saviours,0
savor,0
savory,0
saw,5
sawyer,0
sax,0
saxophone,1
say,18
sayin,0
saying,6
says,5
sb,1
sc,0
scale,4
scallops,2
scam,0
scammed,0
scammer,0
scammers,0
scamp,0
scams,1
scan,2
scandalous,0
scanning,1
scans,0
scar,0
scarce,0
scarcity,0
scare,1
scarecrows,0
scared,1
scaremongering,1
scares,0
scarf,0
scarface,0
scarier,0
scariest,0
scaring,0
scarlet,1
scarlett,0
scarred,0
scarves,0
scary,0
scattered,0
scavenger,0
scenario,0
scenarios,0
scene,1
scenery,1
scenes,0
scenic,0
scepticism,0
sch,0
schadenfreude,0
schedule,5
scheduled,2
schedules,0
scheduling,1
scheme,1
schemes,0
schilling,0
schnapps,1
scholars,0
schone,0
school,17
schoolers,0
schooling,0
schools,3
schoolwork,0
schreiber,0
science,1
scientific,3
scientifically,0
scientist,1
scientists,6
scolded,0
scooby,0
scoop,0
scooter,0
scooters,0
scope,1
scorching,0
score,1
scored,0
scores,0
scorpio,1
scorpion,0
scorpions,0
scotch,0
scotia,0
scotland,7
scott,2
scottish,0
scottsboro,0
scottsdale,1
scourge,0
scout,0
scouts,0
scrabble,0
scrambled,2
scrambling,0
scranton,0
scrap,0
scrapbook,0
scrapped,1
scrappy,0
scraps,0
scrat,0
scratch,1
scratches,0
scream,0
screaming,2
screams,0
screeching,1
screen,3
screening,1
screenings,1
screenplay,0
screens,0
screenshot,0
screenshots,0
screenwriting,0
screw,4
scribble,0
scribbles,0
script,0
scripts,0
scripture,0
scroll,0
scrolling,0
scrub,0
scrubs,0
scruff,1
scruffy,2
scrumptious,1
scrutiny,0
scuba,0
sculpt,0
sculpture,0
sculptures,0
scuppered,1
sd,0
se,3
sea,3
seaboard,0
seafood,2
seafront,1
seagull,0
seagulls,0
seal,0
sealed,0
seals,1
seam,0
seams,0
seamstresses,0
sean,1
sear,0
search,1
searched,2
searches,0
searching,0
seared,1
searing,0
seas,0
seaside,0
season,12
seasonal,0
seasoning,0
seasons,0
seat,1
seated,0
seating,0
seats,0
seattle,2
seaview,0
sebastian,0
sec,0
secluded,0
secondary,2
secondly,0
seconds,5
secret,0
secretary,3
secrets,0
secs,0
section,1
sections,0
sector,0
sectors,0
secure,0
secured,0
securely,0
securing,1
security,8
seda,0
sedentary,0
sedona,0
see,106
seed,0
seeding,0
seeds,1
seein,0
seeing,8
seek,0
seekers,0
seeking,1
seeks,1
seeley,0
seem,2
seemed,3
seeming,0
seems,3
seen,10
sees,0
segments,1
seinfeld,0
seize,0
seizure,1
seizures,0
sel,0
selby,0
select,1
selected,0
selection,2
selective,0
selectively,0
self,12
selfish,0
selfishness,0
selfless,2
selflessly,0
sell,3
seller,1
sellers,0
selling,1
sells,0
seltzer,0
selves,1
sem,1
semblance,0
semen,1
semester,1
semi,3
seminar,0
sen,0
sena,0
senate,1
senator,1
senators,0
sence,0
send,7
sending,3
sends,0
senegal,0
senior,2
seniors,0
senor,0
sensation,0
sensational,0
sensationalism,0
sensations,0
sense,5
sensei,0
senses,0
sensibilities,0
sensible,0
sensing,0
sensitive,0
sensual,0
sensuality,0
sent,4
sentence,0
sentiment_0,1
sentiments,0
seo,9
seoul,0
separate,0
separated,0
separating,0
separation,0
sept,0
september,2
sequel,0
sequestered,0
sequins,0
sequoia,0
ser,0
serato,0
serbia,0
serendipitous,1
serene,0
serenity,1
sergio,0
serial,1
serie,0
series,6
serious,4
seriously,4
seriousness,1
sermons,0
serra,0
serrano,0
servant,1
servants,0
serve,3
served,6
server,0
servers,0
serves,0
service,11
serviced,1
services,6
serving,0
sesame,0
session,2
sessions,3
set,12
setback,0
sets,3
setting,1
settings,0
settle,0
settled,0
settlement,0
settlements,1
setup,1
setups,1
seven,1
seventh,1
seventy,0
sever,0
severe,1
severely,0
severity,0
sew,3
sewed,1
sewing,0
sex,4
sexual,2
sexy,5
seychelles,0
sf,0
sg,0
sh,1
sha,0
shaan,0
shabby,0
shabnam,0
shack,0
shade,0
shaded,0
shades,0
shading,0
shadow,4
shadows,3
shady,0
shag,0
shagged,0
shaggy,0
shah,1
shahi,0
shahrukh,0
shaka,0
shake,10
shakedown,0
shaken,0
shaker,1
shakes,0
shakey,0
shaking,2
shakti,0
shakur,1
shallot,0
shallow,0
sham,0
shame,1
shameful,0
shamefull,0
shameless,0
shamelessly,0
shaming,0
shandy,0
shanghai,0
